frequency,callsign,state,city,erp,lat,lon,hagl,class,slogan,owner,country,new_format,mlb,nfl,nba,nhl,market,population
105.5,WBYA,ME,ISLESBORO,25.0,44.31619444444444,-68.96947222222222,84.0,B1,105.5 THE WAVE,"WBIN MEDIA CO., INC.",USA,Adult Contemporary,Red Sox,,Celtics,,Bangor,"171,400"
98.5,WBZ-FM,MA,BOSTON,9.0,42.30758333333333,-71.22363888888889,363.0,B,THE SPORTS HUB,"BEASLEY MEDIA GROUP LICENSES, LLC",USA,Sports,,Patriots,Celtics,Bruins,Boston,"4,463,500"
107.5,WCHV-FM,VA,CHARLOTTESVILLE,0.21,37.984861111111115,-78.48,79.0,A,CVILLE 107.5,MONTICELLO MEDIA LLC,USA,News,Nationals,,Wizards,,,
101.3,WCPV,NY,ESSEX,1.0,44.40530555555556,-73.4315,12.0,A,101.3 THE WOLF,"VOX AM/FM, LLC",USA,Country,,,Celtics,Bruins,Burlington-Plattsburgh,"344,900"
94.3,WCYY,ME,BIDDEFORD,11.5,43.54425,-70.40394444444445,145.0,B1,PORTLAND'S NEW ROCK ALTERNATIVE,"Townsquare License, LLC",USA,Rock,,,Celtics,,"Portland, ME","612,700"
99.7,WDKF,WI,STURGEON BAY,46.0,44.635527777777774,-87.62702777777777,102.0,C2,SPORTS TALK 1440 WNFL,MIDWEST COMMUNICATIONS  INC,USA,Sports,,,Bucks,,,
93.5,WEEY,NH,SWANZEY,2.0,42.91591666666667,-72.33063888888888,22.0,A,WEEI SPORS RADIO NETWORK,"Great Eastern Radio, LLC",USA,Sports,Red Sox,,Celtics,Bruins,,
96.3,WEII,MA,DENNIS,25.0,41.729,-70.16669444444445,74.7,B1,,iHeartMedia,USA,Sports,Red Sox,,Celtics,,Cape Cod,"213,500"
97.3,WENJ,NJ,MILLVILLE,50.0,39.320638888888894,-74.77116666666666,144.0,B,97.3 ESPN SOUTH JERSEY,"Townsquare License, LLC",USA,Sports,,Eagles,76ers,,Atlantic City-Cape May,"321,300"
92.9,WEZQ,ME,BANGOR,20.0,44.75977777777778,-68.56475,36.0,B,92.9 THE TICKET,"Townsquare License, LLC",USA,Sports,Red Sox,,Celtics,Bruins,Bangor,"171,400"
92.7,WFNZ-FM,NC,HARRISBURG,7.6,35.27625,-80.79969444444444,171.0,C3,WFNZ SPORTS RADIO,"Radio One of North Carolina, LLC",USA,Sports,,,Hornets,,Charlotte-Gastonia-Rock Hill,"2,434,200"
96.3,WJJB-FM,ME,GRAY,40.0,44.25091666666667,-70.42061111111111,107.0,C1,BIG JAB,"ATLANTIC COAST RADIO, LLC",USA,Sports,Red Sox,,Celtics,,"Portland, ME","612,700"
106.3,WJYD,OH,LONDON,6.0,39.88422222222222,-83.42519444444444,97.0,A,POWER 107.5 & 106.3,"BLUE CHIP BROADCASTING LICENSES, LTD",USA,Hip Hop,,,Cavaliers,,"Columbus, OH","1,763,300"
95.3,WLKR-FM,OH,NORWALK,3.3,41.28033333333333,-82.65738888888889,103.0,A,,ELYRIA-LORAIN BROADCASTING COMPANY,USA,Adult Alternative,Guardians,,Cavaliers,,,
104.7,WLMD,IL,BUSHNELL,3.3,40.54586111111111,-90.48761111111112,117.0,A,MACOMB NEWS NOW 104.7,VIRDEN BROADCASTING CORP.,USA,News,,,Bulls,,,
100.9,WLUN,MI,PINCONNING,2.6,43.846138888888895,-84.09222222222222,152.0,A,SPORTS RADIO 100.9 THE MITT,"MICHIGAN RADIO COMMUNICATIONS, LLC",USA,Sports,,,Pistons,,Saginaw-Bay City-Midland,"327,200"
96.1,WMAX-FM,MI,HOLLAND,50.0,42.819472222222224,-85.86919444444443,119.0,B,96.1 THE GAME,iHeartMedia,USA,Sports,,,Pistons,Red Wings,Grand Rapids,"822,900"
92.9,WMFS-FM,TN,BARTLETT,6.0,35.17230555555555,-89.94452777777778,104.0,A,ESPN 92.9,"Audacy License, LLC",USA,Sports,Cardinals,,Grizzlies,,Memphis,"1,139,100"
100.7,WMMS,OH,CLEVELAND,34.0,41.35838888888889,-81.66736111111112,104.0,B,,iHeartMedia,USA,Rock,Guardians,,Cavaliers,,Cleveland,"1,780,800"
95.3,WNDI-FM,IN,SULLIVAN,6.0,39.16002777777778,-87.54225,104.0,A,BEST OF TODAY'S COUNTRY,J T M BROADCASTING CORPORATION,USA,Country,Reds,,Pacers,,Terre Haute,"174,000"
98.7,WNEV,MS,FRIARS POINT,6.0,34.36566666666667,-90.63733333333334,94.0,A,THE FORCE OF THE DELTA,L.T. SIMES II & RAYMOND SIMES,USA,R&B,,,Grizzlies,,,
96.7,WORX-FM,IN,MADISON,1.05,38.74227777777778,-85.36188888888888,118.0,A,WORX 96.7 FM,"DUBOIS COUNTY BROADCASTING, INC.",USA,Hot AC,,Colts,Pacers,,,
95.9,WPEI,ME,SACO,4.7,43.54391666666667,-70.40397222222222,118.0,A,WEEI SPORTS RADIO NETWORK,"ATLANTIC COAST RADIO, LLC",USA,Sports,Red Sox,,Celtics,,"Portland, ME","612,700"
97.5,WPEN,NJ,BURLINGTON,26.0,40.08261111111111,-75.18100000000001,148.0,B,97.5 THE FANATIC,"BEASLEY MEDIA GROUP LICENSES, LLC",USA,Sports,,,76ers,Flyers,Philadelphia,"4,756,000"
103.7,WPKQ,NH,NORTH CONWAY,22.5,44.27033333333333,-71.30422222222222,32.0,C,WCYY,"Townsquare License, LLC",USA,Rock,,,Celtics,,,
95.5,WPPI,ME,TOPSHAM,3.0,43.90338888888889,-70.03641666666667,89.0,A,WEEI SPORTS RADIO NETWORK,"ATLANTIC COAST RADIO, LLC",USA,Sports,Red Sox,,Celtics,,"Portland, ME","612,700"
99.5,WRNO-FM,LA,NEW ORLEANS,100.0,29.982694444444444,-89.95255555555556,306.0,C0,NEWS TALK 99.5 WRNO,iHeartMedia,USA,News,,,Pelicans,,New Orleans,"1,264,100"
103.3,WRQQ,LA,HAMMOND,100.0,30.40186111111111,-90.84538888888888,309.0,C,CLASSIC HITS 103.3,Cumulus Media,USA,Classic Hits,,,Pelicans,,Baton Rouge,"704,400"
97.9,WSLM-FM,IN,SALEM,3.0,38.635333333333335,-86.17691666666667,64.0,A,,REBECCA L. WHITE,USA,News,White Sox,Colts,Pacers,,,
100.5,WTLX,WI,MONONA,6.0,43.13441666666667,-89.399,52.0,A,FM 100.5 ESPN,"GOOD KARMA BROADCASTING, LLC",USA,Sports,,,Bucks,,Madison,"619,500"
101.3,WVIL,IL,VIRGINIA,4.0,40.0145,-90.33205555555556,68.0,A,WVIL 101.3,LB SPORTS PRODUCTIONS LLC,USA,Sports,White Sox,,Bulls,,,
106.5,WWBL,IN,WASHINGTON,50.0,38.65113888888889,-87.16527777777779,76.0,B,THE BULLET,"OLD NORTHWEST BROADCASTING, INC.",USA,Country,,Colts,Pacers,,,
93.1,WWKM,GA,ROCHELLE,4.7,31.9485,-83.43375,54.0,A,MIDDLE GEORGIA'S ESPN,"SHANKS BROADCASTING, LLC",USA,Sports,Braves,Falcons,Hawks,,,
103.1,WWLA,OH,JOHNSTOWN,1.6,40.22894444444445,-82.65983333333334,134.0,A,LA MEGA 103.1,LAZO MEDIA LLC,USA,Regional Mexican,,,Cavaliers,,,
98.1,WWLS-FM,OK,THE VILLAGE,31.0,35.56033333333333,-97.48558333333334,471.0,C1,THE SPORTS ANIMAL,Cumulus Media,USA,Sports,,,Thunder,,Oklahoma City,"1,307,100"
97.1,WXYT-FM,MI,DETROIT,15.0,42.48280555555556,-83.20519444444444,277.0,B,97.1 THE TICKET,"Audacy License, LLC",USA,Sports,Tigers,,Pistons,Red Wings,Detroit,"3,868,800"
103.9,WYAB,MS,Pocahontas,15.0,32.28091666666666,-90.29405555555556,229.0,C2,"103.9 WYAB, STIMULATING TALK","SSR COMMUNICATIONS, INC.",USA,Talk,Braves,Falcons,Grizzlies,,"Jackson, MS",
105.5,WYKT,IL,WILMINGTON,1.3,41.28641666666667,-88.23977777777777,146.0,A,105.5 THE TICKET,STARADIO CORP.,USA,Sports,White Sox,,Bulls,,,
92.7,WZBD,IN,BERNE,2.05,40.77086111111111,-84.93466666666667,116.0,A,Z 92.7,"ADAMS COUNTY RADIO, INC",USA,Adult Contemporary,,Colts,Pacers,,Ft. Wayne,"474,300"
92.9,WZGC,GA,ATLANTA,66.0,33.80733333333333,-84.33930555555555,348.0,C1,92.9 THE GAME,"Audacy License, LLC",USA,Sports,,Falcons,Hawks,,Atlanta,"5,102,700"
102.5,WZOO-FM,OH,EDGEWOOD,5.8,41.82891666666667,-80.82424999999999,96.0,A,MAGIC 102.5,"MEDIA ONE HOLDINGS, LLC",USA,Classic Hits,,,Cavaliers,,,
101.1,WZPN,IL,GLASFORD,3.3,40.65002777777778,-89.77955555555556,115.0,A,PEORIA SPORTS RADIO,"ADVANCED MEDIA PARTNERS, LLC",USA,Sports,White Sox,,Bulls,,Peoria,"296,600"
